frequency,intensity_parallel,intensity_perpendicular,intensity_unpolarized,intensity_isotropic
582.237958193778,1.4986919606221122e-05,5.263796918639045e-06,2.0250716524860167e-05,0.0008341844612554498
582.4804563021469,1.489680406071961e-05,5.270464103280122e-06,2.0167268163999732e-05,0.0008294936636435291
582.7229544105159,1.4813071650181609e-05,5.28014315349537e-06,2.009321480367698e-05,0.0008253815350334294
582.9654525188847,1.4751277893403708e-05,5.295688016123136e-06,2.0046965909526846e-05,0.0008225609447734231
583.2079506272537,1.4724165196125529e-05,5.318864307501157e-06,2.0043029503626685e-05,0.0008215888094904924
583.4504487356226,1.4738973348059631e-05,5.349816150979319e-06,2.008878949903895e-05,0.0008227406814219025
583.6929468439914,1.479451372922377e-05,5.386383128860713e-06,2.0180896858084482e-05,0.0008258817483594393
583.9354449523604,1.4879509538876037e-05,5.4236523936979414e-06,2.0303161932573977e-05,0.0008303946831670964
584.1779430607293,1.497428149513878e-05,5.454650180499405e-06,2.0428931675638187e-05,0.000835267949061583
584.4204411690982,1.50558194745487e-05,5.472257212028197e-06,2.05280766865769e-05,0.0008393413846235841
584.6629392774672,1.5104555615110159e-05,5.471743784378999e-06,2.0576299399489156e-05,0.000841631771905358
584.9054373858361,1.5109252887946881e-05,5.452592273163064e-06,2.0561845161109946e-05,0.0008415695425914059
585.1479354942051,1.5068981871889013e-05,5.418874282638525e-06,2.0487856154527538e-05,0.000839101898581516
585.390433602574,1.4991190577733796e-05,5.377878120532551e-06,2.036906869826635e-05,0.000834612941646996
585.6329317109429,1.4887621070739654e-05,5.337860380916288e-06,2.022548145165594e-05,0.0008287354840649736
585.8754298193118,1.477048308663224e-05,5.30600828346634e-06,2.007649137009858e-05,0.0008221620907900412
586.1179279276806,1.4649408750551591e-05,5.2869103695378955e-06,1.9936319120089485e-05,0.0008154727764729662
586.3604260360496,1.4530059344330099e-05,5.281766838365995e-06,1.9811826182696093e-05,0.0008090240792159855
586.6029241444186,1.441378698789021e-05,5.2879752672443844e-06,1.9701762255134595e-05,0.0008028905317879547
586.8454222527874,1.4297962321193806e-05,5.299366451069419e-06,1.9597328772263228e-05,0.0007968622870910709
587.0879203611563,1.4177703224777114e-05,5.307591566991443e-06,1.948529479176856e-05,0.0007905549831027914
587.3304184695253,1.4047882866332312e-05,5.304485253255846e-06,1.9352368119588157e-05,0.0007835681897853812
587.5729165778943,1.3906065418827507e-05,5.284893415152677e-06,1.9190958833980185e-05,0.0007757004547456649
587.8154146862632,1.3753967380784675e-05,5.24828532865822e-06,1.9002252709442895e-05,0.0007670583315355257
588.0579127946321,1.3597651254836553e-05,5.198536339938523e-06,1.8796187594775076e-05,0.0007580528603171133
588.300410903001,1.3445700014044095e-05,5.141966025727406e-06,1.8587666039771502e-05,0.0007492486486819493
588.5429090113698,1.3306264247932452e-05,5.084723272059579e-06,1.839098751999203e-05,0.00074115211867767
588.7854071197388,1.3185016424609685e-05,5.031065482905398e-06,1.8216081907515082e-05,0.0007340691279042184
589.0279052281078,1.308433523558506e-05,4.98291483483576e-06,1.806725007042082e-05,0.0007280679889465047
589.2704033364766,1.3004552308701235e-05,4.940615720624472e-06,1.794516802932571e-05,0.0007230730188061849
589.5129014448455,1.2945542198598475e-05,4.903870708703722e-06,1.78494129073022e-05,0.0007189800886509696
589.7553995532144,1.2907678605740638e-05,4.872453449999607e-06,1.7780132055740247e-05,0.0007157284720346823
589.9978976615835,1.2891429745515096e-05,4.846343654433818e-06,1.7737773399948914e-05,0.0007132928136430138
590.2403957699524,1.2894845298282682e-05,4.825143914855661e-06,1.771998921313834e-05,0.0007115628332533916
590.4828938783213,1.2911524368108434e-05,4.8074020703273274e-06,1.771892643843576e-05,0.0007102469152081755
590.7253919866902,1.2929870757809449e-05,4.7902401079092045e-06,1.7720110865718654e-05,0.0007088419491687949
590.967890095059,1.2935657715594123e-05,4.769909503997479e-06,1.7705567219591603e-05,0.000706756398168387
591.2103882034279,1.2916307019940334e-05,4.742884256402834e-06,1.7659191276343168e-05,0.0007035064566849544
591.452886311797,1.286502030678502e-05,4.7071215718273104e-06,1.757214187861233e-05,0.0006988936225922739
591.6953844201659,1.2782093465643583e-05,4.6625403327209496e-06,1.744463379836453e-05,0.0006930375014948206
591.9378825285347,1.2673424748185075e-05,4.610723947577774e-06,1.728414869576285e-05,0.0006862817085955838
592.1803806369036,1.2547512870341635e-05,4.5540632950562045e-06,1.710157616539784e-05,0.0006790357067814123
592.4228787452724,1.2413031938905757e-05,4.49507140456433e-06,1.6908103343470088e-05,0.0006716698125937348
592.6653768536416,1.2277348217987004e-05,4.435896460129587e-06,1.671324467811659e-05,0.0006644668013184091
592.9078749620105,1.2146025274090287e-05,4.378109367978683e-06,1.652413464206897e-05,0.0006576295293436916
593.1503730703794,1.2021378860410289e-05,4.322287648575557e-06,1.6343666508985846e-05,0.0006512311456515947
593.3928711787482,1.190144879177481e-05,4.267800157230674e-06,1.6169248949005484e-05,0.0006451675624381378
593.6353692871172,1.1779558114872016e-05,4.212856091907124e-06,1.599241420677914e-05,0.0006391203050044147
593.8778673954861,1.1645536064800369e-05,4.155001736348955e-06,1.5800537801149325e-05,0.0006325907734675483
594.120365503855,1.1488690615659763e-05,4.0920159052502054e-06,1.558070652090997e-05,0.0006250297557695498
594.3628636122239,1.1301613248066366e-05,4.022822880838514e-06,1.532443612890488e-05,0.0006160230028278397
594.6053617205928,1.1083418056677647e-05,3.948118349487023e-06,1.503153640616467e-05,0.0006054599000112271
594.8478598289618,1.08411888110214e-05,3.870433467413397e-06,1.4711622278434797e-05,0.0005936217657099304
